Symbol,Date,Expiry,Spot,Strike,call_delta,call_gamma,call_theta,call_vega,call_open_interest,call_volume,Call_IV,Call_Vanna,puts_delta,put_gamma,put_theta,put_vega,puts_open_interest,put_volume,Put_IV,Put_Vanna
TSLA,2026-01-31,2026-02-02,,475.0,0.009,0.001,-0.103,0.007,1172.0,2291.0,0.553,,-0.986,0.002,-0.148,0.011,1.0,1.0,0.61,
TSLA,2026-01-31,2026-02-02,,477.5,0.007,0.001,-0.087,0.006,135.0,658.0,0.564,,-0.995,0.001,-0.05,0.004,0.0,2.0,0.569,
TSLA,2026-01-31,2026-02-02,,480.0,0.007,0.001,-0.088,0.006,935.0,1444.0,0.589,,0.0,0.0,0.0,0.0,3.0,66.0,0.0,
TSLA,2026-02-08,2026-02-09,,362.5,0.985,0.002,-0.26,0.011,0.0,30.0,0.792,,-0.006,0.001,-0.087,0.005,178.0,68.0,0.683,
TSLA,2026-02-08,2026-02-09,,365.0,0.936,0.004,-1.066,0.038,5.0,22.0,1.085,,-0.005,0.001,-0.068,0.004,393.0,362.0,0.629,
TSLA,2026-02-08,2026-02-09,,367.5,0.0,0.0,0.0,0.0,7.0,7.0,0.0,,-0.006,0.001,-0.085,0.006,809.0,372.0,0.616,
TSLA,2026-02-08,2026-02-09,,370.0,0.984,0.002,-0.237,0.012,171.0,238.0,0.67,,-0.008,0.001,-0.101,0.007,1731.0,1651.0,0.599,
TSLA,2026-02-08,2026-02-09,,372.5,0.0,0.0,0.0,0.0,16.0,190.0,0.0,,-0.01,0.002,-0.116,0.008,577.0,510.0,0.578,
TSLA,2026-02-08,2026-02-09,,375.0,0.996,0.001,-0.074,0.003,57.0,74.0,0.464,,-0.012,0.002,-0.13,0.009,1289.0,1060.0,0.555,
TSLA,2026-02-08,2026-02-09,,377.5,0.964,0.004,-0.429,0.024,10.0,0.0,0.651,,-0.014,0.002,-0.143,0.011,506.0,1004.0,0.53,
TSLA,2026-02-08,2026-02-09,,380.0,0.0,0.0,0.0,0.0,160.0,2473.0,0.0,,-0.016,0.003,-0.154,0.012,2755.0,3599.0,0.502,
TSLA,2026-02-08,2026-02-09,,382.5,0.991,0.002,-0.115,0.007,80.0,6.0,0.416,,-0.02,0.003,-0.178,0.015,522.0,1270.0,0.481,
TSLA,2026-02-08,2026-02-09,,385.0,0.971,0.005,-0.276,0.02,183.0,700.0,0.473,,-0.025,0.004,-0.199,0.018,1027.0,3091.0,0.456,
TSLA,2026-02-08,2026-02-09,,387.5,0.953,0.007,-0.396,0.03,227.0,309.0,0.483,,-0.034,0.006,-0.25,0.023,435.0,2004.0,0.442,
TSLA,2026-02-08,2026-02-09,,390.0,0.97,0.006,-0.236,0.021,571.0,6229.0,0.383,,-0.043,0.007,-0.293,0.028,1916.0,6536.0,0.421,
TSLA,2026-02-08,2026-02-09,,392.5,0.942,0.01,-0.396,0.036,318.0,382.0,0.404,,-0.059,0.01,-0.364,0.036,753.0,3592.0,0.407,
TSLA,2026-02-08,2026-02-09,,395.0,0.923,0.012,-0.459,0.044,798.0,1407.0,0.385,,-0.084,0.013,-0.463,0.047,1512.0,6002.0,0.398,
TSLA,2026-02-08,2026-02-09,,397.5,0.899,0.016,-0.524,0.054,584.0,1065.0,0.363,,-0.115,0.017,-0.567,0.059,947.0,5686.0,0.386,
TSLA,2026-02-08,2026-02-09,,400.0,0.83,0.021,-0.796,0.077,1876.0,10973.0,0.397,,-0.161,0.021,-0.704,0.074,2335.0,28777.0,0.382,
TSLA,2026-02-08,2026-02-09,,402.5,0.79,0.026,-0.83,0.088,480.0,2980.0,0.364,,-0.217,0.026,-0.828,0.089,903.0,5230.0,0.375,
TSLA,2026-02-08,2026-02-09,,405.0,0.72,0.031,-0.953,0.102,838.0,13929.0,0.361,,-0.286,0.03,-0.948,0.103,1235.0,16507.0,0.371,
TSLA,2026-02-08,2026-02-09,,407.5,0.637,0.034,-1.054,0.114,1325.0,10670.0,0.361,,-0.366,0.034,-1.042,0.114,341.0,6517.0,0.369,
TSLA,2026-02-08,2026-02-09,,410.0,0.548,0.036,-1.123,0.12,1677.0,17958.0,0.365,,-0.453,0.036,-1.089,0.12,522.0,22227.0,0.367,
TSLA,2026-02-08,2026-02-09,,412.5,0.458,0.036,-1.11,0.121,658.0,14693.0,0.362,,-0.542,0.036,-1.087,0.121,536.0,15798.0,0.367,
TSLA,2026-02-08,2026-02-09,,415.0,0.372,0.034,-1.066,0.115,1628.0,27276.0,0.366,,-0.627,0.034,-1.049,0.115,1233.0,8468.0,0.372,
TSLA,2026-02-08,2026-02-09,,417.5,0.294,0.031,-0.983,0.105,784.0,8170.0,0.37,,-0.702,0.03,-0.977,0.106,742.0,1428.0,0.38,
TSLA,2026-02-08,2026-02-09,,420.0,0.226,0.026,-0.865,0.092,4620.0,19952.0,0.374,,-0.774,0.026,-0.832,0.091,2108.0,11013.0,0.375,
TSLA,2026-02-08,2026-02-09,,422.5,0.172,0.022,-0.749,0.078,1927.0,8422.0,0.382,,-0.831,0.022,-0.701,0.077,1708.0,1950.0,0.379,
TSLA,2026-02-08,2026-02-09,,425.0,0.128,0.018,-0.626,0.064,2958.0,18380.0,0.389,,-0.866,0.018,-0.632,0.066,567.0,900.0,0.4,
TSLA,2026-02-08,2026-02-09,,427.5,0.094,0.014,-0.506,0.051,735.0,7149.0,0.394,,-0.905,0.014,-0.488,0.052,433.0,342.0,0.4,
TSLA,2026-02-08,2026-02-09,,430.0,0.07,0.011,-0.419,0.041,7212.0,13077.0,0.406,,-0.947,0.01,-0.284,0.033,470.0,1198.0,0.376,
TSLA,2026-02-08,2026-02-09,,432.5,0.052,0.008,-0.335,0.032,1008.0,4571.0,0.415,,-0.948,0.008,-0.318,0.032,175.0,17.0,0.422,
TSLA,2026-02-08,2026-02-09,,435.0,0.037,0.006,-0.264,0.025,1701.0,4224.0,0.423,,-0.962,0.006,-0.251,0.025,294.0,273.0,0.432,
TSLA,2026-02-08,2026-02-09,,437.5,0.026,0.005,-0.201,0.019,756.0,3253.0,0.429,,0.0,0.0,0.0,0.0,65.0,5.0,0.0,
TSLA,2026-02-08,2026-02-09,,440.0,0.019,0.004,-0.153,0.014,3644.0,3110.0,0.436,,0.0,0.0,0.0,0.0,52.0,67.0,0.0,
TSLA,2026-02-08,2026-02-09,,442.5,0.015,0.003,-0.127,0.011,837.0,337.0,0.451,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,
TSLA,2026-02-08,2026-02-09,,445.0,0.012,0.002,-0.114,0.01,1099.0,1630.0,0.471,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
TSLA,2026-02-08,2026-02-09,,447.5,0.01,0.002,-0.1,0.008,586.0,132.0,0.488,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TSLA,2026-02-08,2026-02-09,,450.0,0.008,0.001,-0.084,0.007,5218.0,1382.0,0.502,,-0.958,0.004,-0.452,0.027,2.0,143.0,0.7,
TSLA,2026-02-08,2026-02-09,,452.5,0.004,0.001,-0.048,0.004,246.0,215.0,0.489,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
TSLA,2026-02-08,2026-02-09,,455.0,0.006,0.001,-0.068,0.005,295.0,124.0,0.537,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TSLA,2026-02-08,2026-02-09,,457.5,0.002,0.0,-0.027,0.002,253.0,205.0,0.504,,-0.991,0.001,-0.104,0.008,0.0,0.0,0.629,
TSLA,2026-02-08,2026-02-09,,460.0,0.004,0.001,-0.049,0.004,954.0,494.0,0.564,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TSLL,2025-12-20,2025-12-26,,11.0,0.988,0.004,-0.02,0.001,0.0,0.0,2.597,,-0.053,0.01,-0.101,0.003,214.0,0.0,3.996,
TSLL,2025-12-20,2025-12-26,,12.0,0.98,0.007,-0.03,0.001,0.0,0.0,2.514,,-0.047,0.011,-0.075,0.003,0.0,0.0,3.248,
TSLL,2025-12-20,2025-12-26,,13.0,0.978,0.008,-0.029,0.002,0.0,0.0,2.218,,-0.006,0.003,-0.007,0.0,10.0,195.0,1.724,
TSLL,2025-12-20,2025-12-26,,14.0,0.975,0.011,-0.028,0.002,0.0,1.0,1.942,,-0.007,0.004,-0.007,0.0,541.0,891.0,1.504,
TSLL,2025-12-20,2025-12-26,,14.5,0.932,0.019,-0.078,0.004,0.0,5.0,2.479,,-0.007,0.005,-0.007,0.001,605.0,32.0,1.399,
TSLL,2025-12-20,2025-12-26,,15.0,0.982,0.01,-0.018,0.001,10.0,0.0,1.524,,-0.008,0.006,-0.007,0.001,25.0,164.0,1.298,
TSLL,2025-12-20,2025-12-26,,15.5,0.98,0.012,-0.017,0.001,0.0,0.0,1.409,,-0.028,0.015,-0.023,0.002,420.0,0.0,1.53,
TSLL,2025-12-20,2025-12-26,,16.0,0.979,0.014,-0.017,0.001,2.0,0.0,1.297,,-0.009,0.008,-0.006,0.001,200.0,46.0,1.103,
TSLL,2025-12-20,2025-12-26,,16.5,0.965,0.02,-0.026,0.002,1.0,0.0,1.323,,-0.017,0.013,-0.011,0.001,351.0,6.0,1.114,
TSLL,2025-12-20,2025-12-26,,17.0,0.896,0.036,-0.078,0.005,186.0,1.0,1.797,,-0.025,0.019,-0.015,0.002,271.0,117.0,1.083,
TSLL,2025-12-20,2025-12-26,,17.5,0.935,0.035,-0.04,0.004,5.0,16.0,1.276,,-0.027,0.022,-0.014,0.002,216.0,28.0,0.981,
TSLL,2025-12-20,2025-12-26,,18.0,0.905,0.046,-0.054,0.005,29.0,27.0,1.315,,-0.043,0.033,-0.021,0.003,962.0,419.0,0.969,
TSLL,2025-12-20,2025-12-26,,18.5,0.844,0.055,-0.088,0.007,94.0,4.0,1.53,,-0.059,0.045,-0.026,0.003,455.0,190.0,0.928,
TSLL,2025-12-20,2025-12-26,,19.0,0.929,0.057,-0.029,0.004,157.0,75.0,0.84,,-0.078,0.059,-0.03,0.004,3460.0,886.0,0.868,
TSLL,2025-12-20,2025-12-26,,19.5,0.926,0.07,-0.025,0.004,375.0,118.0,0.702,,-0.114,0.08,-0.038,0.006,2729.0,1404.0,0.853,
TSLL,2025-12-20,2025-12-26,,20.0,0.862,0.103,-0.041,0.006,1044.0,297.0,0.758,,-0.16,0.103,-0.048,0.007,1695.0,2158.0,0.836,
TSLL,2025-12-20,2025-12-26,,20.5,0.808,0.134,-0.048,0.008,358.0,207.0,0.723,,-0.222,0.126,-0.058,0.008,1435.0,2008.0,0.836,
TSLL,2025-12-20,2025-12-26,,21.0,0.729,0.162,-0.058,0.009,1355.0,444.0,0.723,,-0.294,0.147,-0.067,0.01,1133.0,2348.0,0.829,
TSLL,2025-12-20,2025-12-26,,21.5,0.642,0.188,-0.063,0.011,1241.0,1673.0,0.699,,-0.372,0.164,-0.072,0.011,818.0,1263.0,0.814,
TSLL,2025-12-20,2025-12-26,,22.0,0.543,0.198,-0.067,0.011,2229.0,3930.0,0.707,,-0.458,0.17,-0.076,0.011,1077.0,7744.0,0.825,
TSLL,2025-12-20,2025-12-26,,22.5,0.444,0.198,-0.067,0.011,1445.0,3879.0,0.706,,-0.541,0.167,-0.078,0.011,2034.0,4971.0,0.841,
TSLL,2025-12-20,2025-12-26,,23.0,0.355,0.181,-0.064,0.011,3754.0,4907.0,0.725,,-0.623,0.162,-0.073,0.011,3289.0,2814.0,0.831,
TSLL,2025-12-20,2025-12-26,,23.5,0.28,0.159,-0.06,0.01,1870.0,2634.0,0.747,,-0.7,0.15,-0.066,0.01,2953.0,1514.0,0.821,
TSLL,2025-12-20,2025-12-26,,24.0,0.21,0.137,-0.051,0.008,4358.0,2459.0,0.744,,-0.759,0.131,-0.06,0.009,2645.0,1539.0,0.841,
TSLL,2025-12-20,2025-12-26,,24.5,0.172,0.113,-0.049,0.007,0.0,508.0,0.799,,-0.704,0.094,-0.104,0.01,0.0,11.0,1.293,
TSLL,2025-12-20,2025-12-26,,25.0,0.123,0.091,-0.038,0.006,2903.0,1250.0,0.787,,-0.834,0.095,-0.053,0.007,49.0,33.0,0.93,
TSLL,2025-12-20,2025-12-26,,25.5,0.096,0.074,-0.033,0.005,0.0,15.0,0.816,,-0.82,0.082,-0.068,0.007,0.0,10.0,1.124,
TSLL,2025-12-20,2025-12-26,,26.0,0.077,0.06,-0.029,0.004,2325.0,1804.0,0.851,,-0.886,0.069,-0.044,0.006,64.0,53.0,0.999,
TSLL,2025-12-20,2025-12-26,,26.5,0.059,0.048,-0.024,0.003,0.0,49.0,0.87,,-0.895,0.06,-0.044,0.005,0.0,0.0,1.072,
TSLL,2025-12-20,2025-12-26,,27.0,0.049,0.039,-0.022,0.003,592.0,227.0,0.906,,-0.9,0.054,-0.046,0.005,1.0,0.0,1.151,
TSLL,2025-12-20,2025-12-26,,27.5,0.039,0.032,-0.019,0.002,0.0,2.0,0.932,,-0.905,0.049,-0.047,0.005,0.0,0.0,1.227,
TSLL,2025-12-20,2025-12-26,,28.0,0.03,0.025,-0.015,0.002,469.0,229.0,0.947,,-0.982,0.018,-0.008,0.001,0.0,9.0,0.876,
TSLL,2025-12-20,2025-12-26,,29.0,0.065,0.034,-0.04,0.004,55.0,0.0,1.321,,-0.938,0.033,-0.036,0.004,0.0,0.0,1.312,
TSLL,2025-12-20,2025-12-26,,30.0,0.011,0.01,-0.007,0.001,120.0,3.0,1.004,,-0.942,0.029,-0.038,0.003,1.0,0.0,1.438,
TSLL,2025-12-20,2025-12-26,,31.0,0.065,0.027,-0.048,0.004,0.0,0.0,1.623,,-0.945,0.025,-0.039,0.003,0.0,0.0,1.556,
TSLL,2025-12-20,2025-12-26,,32.0,0.075,0.027,-0.062,0.004,0.0,0.0,1.846,,-0.948,0.023,-0.04,0.003,0.0,0.0,1.669,
TSLL,2025-12-20,2025-12-26,,33.0,0.106,0.029,-0.098,0.005,0.0,0.0,2.245,,-0.951,0.02,-0.041,0.003,0.0,0.0,1.777,
TSLL,2025-12-20,2025-12-26,,34.0,0.112,0.028,-0.11,0.005,0.0,0.0,2.439,,-0.953,0.019,-0.042,0.003,0.0,0.0,1.88,
TSLL,2025-12-20,2025-12-26,,35.0,0.008,0.005,-0.007,0.001,60.0,0.0,1.428,,-0.955,0.017,-0.043,0.003,0.0,0.0,1.979,
TSLL,2026-01-31,2026-02-06,,10.0,0.921,0.019,-0.095,0.003,42.0,0.0,3.528,,-0.007,0.005,-0.007,0.0,415.0,250.0,1.798,
TSLL,2026-01-31,2026-02-06,,10.5,0.915,0.022,-0.094,0.003,0.0,0.0,3.272,,-0.029,0.014,-0.027,0.002,67.0,249.0,2.178,
TSLL,2026-01-31,2026-02-06,,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.028,0.015,-0.023,0.001,20.0,8.0,1.932,
TSLL,2026-01-31,2026-02-06,,11.5,0.894,0.028,-0.098,0.004,0.0,0.0,2.92,,-0.009,0.008,-0.006,0.001,9.0,2.0,1.37,
TSLL,2026-01-31,2026-02-06,,12.0,0.931,0.03,-0.051,0.003,36.0,2.0,2.051,,-0.017,0.014,-0.011,0.001,339.0,169.0,1.369,
TSLL,2026-01-31,2026-02-06,,12.5,0.88,0.038,-0.089,0.004,0.0,0.0,2.402,,-0.011,0.012,-0.006,0.001,22.0,12.0,1.112,
TSLL,2026-01-31,2026-02-06,,13.0,0.869,0.044,-0.086,0.005,3.0,0.0,2.185,,-0.029,0.025,-0.014,0.001,994.0,158.0,1.176,
TSLL,2026-01-31,2026-02-06,,13.5,0.857,0.052,-0.083,0.005,0.0,0.0,1.972,,-0.024,0.027,-0.01,0.001,423.0,19.0,0.967,
TSLL,2026-01-31,2026-02-06,,14.0,0.814,0.059,-0.102,0.006,838.0,537.0,2.058,,-0.052,0.048,-0.019,0.002,2512.0,506.0,1.002,
TSLL,2026-01-31,2026-02-06,,14.5,0.801,0.072,-0.091,0.006,45.0,82.0,1.769,,-0.08,0.07,-0.026,0.003,1026.0,284.0,0.962,
TSLL,2026-01-31,2026-02-06,,15.0,0.836,0.099,-0.052,0.005,177.0,210.0,1.137,,-0.127,0.099,-0.036,0.005,3393.0,2062.0,0.955,
TSLL,2026-01-31,2026-02-06,,15.5,0.81,0.13,-0.048,0.006,712.0,142.0,0.949,,-0.186,0.131,-0.045,0.006,954.0,1215.0,0.93,
TSLL,2026-01-31,2026-02-06,,16.0,0.721,0.151,-0.063,0.007,658.0,446.0,1.013,,-0.263,0.162,-0.054,0.007,3789.0,2282.0,0.915,
TSLL,2026-01-31,2026-02-06,,16.5,0.638,0.172,-0.069,0.008,511.0,478.0,0.995,,-0.354,0.187,-0.061,0.008,2200.0,3528.0,0.909,
TSLL,2026-01-31,2026-02-06,,17.0,0.547,0.21,-0.063,0.009,2576.0,3724.0,0.859,,-0.453,0.202,-0.064,0.009,5725.0,5199.0,0.893,
TSLL,2026-01-31,2026-02-06,,17.5,0.445,0.206,-0.064,0.009,1704.0,7517.0,0.876,,-0.556,0.206,-0.062,0.009,1439.0,2859.0,0.876,
TSLL,2026-01-31,2026-02-06,,18.0,0.35,0.191,-0.06,0.008,7094.0,8282.0,0.885,,-0.653,0.193,-0.058,0.008,1685.0,1066.0,0.872,
TSLL,2026-01-31,2026-02-06,,18.5,0.267,0.168,-0.054,0.007,1094.0,6244.0,0.89,,-0.736,0.169,-0.052,0.007,624.0,400.0,0.882,
TSLL,2026-01-31,2026-02-06,,19.0,0.2,0.141,-0.047,0.006,2350.0,7547.0,0.904,,-0.801,0.141,-0.045,0.006,923.0,481.0,0.903,
TSLL,2026-01-31,2026-02-06,,19.5,0.144,0.114,-0.038,0.005,1300.0,4160.0,0.907,,-0.9,0.105,-0.024,0.004,282.0,97.0,0.77,
TSLL,2026-01-31,2026-02-06,,20.0,0.093,0.086,-0.027,0.004,2359.0,3362.0,0.879,,-0.972,0.047,-0.006,0.001,501.0,150.0,0.637,
TSLL,2026-01-31,2026-02-06,,20.5,0.078,0.07,-0.026,0.003,734.0,1869.0,0.95,,0.0,0.0,0.0,0.0,165.0,20.0,0.0,
TSLL,2026-01-31,2026-02-06,,21.0,0.049,0.05,-0.017,0.002,1727.0,1585.0,0.93,,-0.873,0.073,-0.048,0.005,315.0,11.0,1.304,
TSLL,2026-01-31,2026-02-06,,21.5,0.046,0.043,-0.018,0.002,1106.0,781.0,1.014,,-0.979,0.027,-0.007,0.001,325.0,131.0,0.874,
TSLL,2026-01-31,2026-02-06,,22.0,0.035,0.034,-0.015,0.002,1984.0,357.0,1.04,,0.0,0.0,0.0,0.0,849.0,4.0,0.0,
TSLL,2026-01-31,2026-02-06,,22.5,0.024,0.025,-0.011,0.001,402.0,22.0,1.045,,0.0,0.0,0.0,0.0,32.0,1.0,0.0,
TSLL,2026-01-31,2026-02-06,,23.0,0.031,0.027,-0.015,0.002,1453.0,155.0,1.187,,0.0,0.0,0.0,0.0,185.0,3.0,0.0,
TSLL,2026-01-31,2026-02-06,,23.5,0.03,0.024,-0.016,0.002,330.0,24.0,1.257,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TSLL,2026-01-31,2026-02-06,,24.0,0.035,0.026,-0.02,0.002,385.0,78.0,1.388,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,
TSLL,2026-01-31,2026-02-06,,24.5,0.02,0.017,-0.012,0.001,32.0,3.0,1.308,,-0.859,0.045,-0.092,0.005,0.0,6.0,2.291,
TSLL,2026-01-31,2026-02-06,,25.0,0.011,0.011,-0.007,0.001,515.0,41.0,1.249,,0.0,0.0,0.0,0.0,42.0,1.0,0.0,
TSLL,2026-01-31,2026-02-06,,25.5,0.011,0.01,-0.007,0.001,32.0,0.0,1.304,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TSLL,2026-01-31,2026-02-06,,26.0,0.01,0.009,-0.007,0.001,325.0,32.0,1.358,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TSLL,2026-01-31,2026-02-06,,26.5,0.175,0.039,-0.143,0.006,2.0,0.0,3.023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TSLL,2026-01-31,2026-02-06,,27.0,0.01,0.008,-0.007,0.001,150.0,8.0,1.462,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,
